DATE,TMAX,TMIN,HUMIDITY,PRCP,PRESSURE,RAIN
2/8/2010,29,13,56,0,1012,FALSE
2/9/2010,29,15,55,0,1011,FALSE
2/10/2010,31,15,53,0,1012,FALSE
2/11/2010,31,17,46,0,1014,FALSE
2/12/2010,31,15,39,0,1014,FALSE
2/13/2010,31,18,47,0,1013,FALSE
2/14/2010,31,20,52,0,1011,FALSE
2/15/2010,31,18,41,0,1012,FALSE
2/16/2010,31,17,49,0,1012,FALSE
2/17/2010,32,19,53,0.3,1011,TRUE
2/18/2010,30,19,40,0,1012,FALSE
2/19/2010,30,16,34,0,1014,FALSE
2/20/2010,30,14,39,0,1013,FALSE
2/21/2010,29,13,45,0,1013,FALSE
2/22/2010,30,14,50,0,1013,FALSE
2/23/2010,31,15,41,0,1010,FALSE
2/24/2010,33,16,51,0,1008,FALSE
2/25/2010,32,19,66,0.3,1009,TRUE
2/26/2010,32,20,60,0,1011,FALSE
2/27/2010,32,18,48,0,1010,FALSE
2/28/2010,32,17,51,0,1010,FALSE
3/1/2010,34,19,50,0,1010,FALSE
3/2/2010,35,20,38,0,1009,FALSE
3/3/2010,35,18,36,0,1007,FALSE
3/4/2010,36,19,47,0,1007,FALSE
3/5/2010,36,21,55,0,1007,FALSE
3/6/2010,36,21,59,0,1008,FALSE
3/7/2010,36,21,51,0,1009,FALSE
3/8/2010,36,22,42,0,1010,FALSE
3/9/2010,35,20,32,0,1012,FALSE
3/10/2010,35,19,32,0,1013,FALSE
3/11/2010,34,16,30,0,1014,FALSE
3/12/2010,35,16,31,0,1014,FALSE
3/13/2010,35,16,34,0,1011,FALSE
3/14/2010,36,17,37,0,1009,FALSE
3/15/2010,36,18,49,0,1009,FALSE
3/16/2010,36,21,53,0.9,1011,TRUE
3/17/2010,37,23,33,0.1,1013,TRUE
3/18/2010,39,20,33,0,1013,FALSE
3/19/2010,37,20,34,0,1010,FALSE
3/20/2010,39,20,37,0,1009,FALSE
3/21/2010,39,20,37,0,1007,FALSE
3/22/2010,38,24,47,0,1003,FALSE
3/23/2010,39,24,58,0,1002,FALSE
3/24/2010,40,25,55,0,1004,FALSE
3/25/2010,40,25,52,0,1005,FALSE
3/26/2010,40,24,53,0.2,1006,TRUE
3/27/2010,39,25,55,0.9,1006,TRUE
3/28/2010,37,26,61,1.4,1006,TRUE
3/29/2010,39,26,62,0,1007,FALSE
3/30/2010,35,27,71,0,1006,FALSE
3/31/2010,38,27,61,0,1003,FALSE
4/1/2010,39,27,59,0,1003,FALSE
4/2/2010,39,27,62,0,1005,FALSE
4/3/2010,39,27,61,0,1007,FALSE
4/4/2010,39,26,59,0.5,1008,TRUE
4/5/2010,39,25,57,0,1007,FALSE
4/6/2010,42,25,50,0,1006,FALSE
4/7/2010,41,25,50,0,1009,FALSE
4/8/2010,41,26,43,0,1009,FALSE
4/9/2010,41,26,39,0,1005,FALSE
4/10/2010,42,26,52,0,1002,FALSE
4/11/2010,41,27,56,0,1003,FALSE
4/12/2010,40,27,56,0,1004,FALSE
4/13/2010,40,27,59,0.7,1004,TRUE
4/14/2010,39,27,60,0.3,1006,TRUE
4/15/2010,39,27,59,1.5,1008,TRUE
4/16/2010,38,26,49,0.1,1008,TRUE
4/17/2010,39,26,53,0.1,1006,TRUE
4/18/2010,38,27,61,1,1005,TRUE
4/19/2010,37,27,67,0,1002,FALSE
4/20/2010,41,28,59,0,1000,FALSE
4/21/2010,40,29,61,0,1001,FALSE
4/22/2010,40,29,59,0,1003,FALSE
4/23/2010,40,28,56,0.1,1005,TRUE
4/24/2010,39,27,60,0.7,1005,TRUE
4/25/2010,39,28,60,0,1004,FALSE
4/26/2010,39,26,67,74.8,1008,TRUE
4/27/2010,34,24,70,1.4,1010,TRUE
4/28/2010,34,24,76,1.6,1009,TRUE
4/29/2010,35,25,72,0.2,1008,TRUE
4/30/2010,35,26,70,2.8,1009,TRUE
5/1/2010,34,25,73,1.3,1008,TRUE
5/2/2010,35,26,71,1.1,1007,TRUE
5/3/2010,36,26,63,0.5,1005,TRUE
5/4/2010,36,27,64,0.5,1004,TRUE
5/5/2010,37,26,63,1.8,1004,TRUE
5/6/2010,35,26,65,0.7,1004,TRUE
5/7/2010,35,27,64,1.4,1004,TRUE
5/8/2010,34,25,69,0.8,1003,TRUE
5/9/2010,36,26,72,0.8,1001,TRUE
5/10/2010,39,27,74,0,1001,FALSE
5/11/2010,37,28,74,4,1001,TRUE
5/12/2010,38,28,66,0.2,1001,TRUE
5/13/2010,39,28,64,0.3,1002,TRUE
5/14/2010,40,28,59,0.1,1002,TRUE
5/15/2010,39,27,58,0.5,1002,TRUE
5/16/2010,38,28,64,1.3,1002,TRUE
5/17/2010,38,27,61,1.2,1004,TRUE
5/18/2010,39,27,54,0.6,1005,TRUE
5/19/2010,36,28,68,0.5,1005,TRUE
5/20/2010,35,28,70,1.2,1003,TRUE
5/21/2010,32,26,84,1.1,1005,TRUE
5/22/2010,32,26,85,0,1006,FALSE
5/23/2010,32,26,86,0,1004,FALSE
5/24/2010,31,26,87,0,1001,FALSE
5/25/2010,34,25,82,5,998,TRUE
5/26/2010,34,26,87,0,997,FALSE
5/27/2010,34,26,83,0,1000,FALSE
5/28/2010,32,26,88,0.4,1002,TRUE
5/29/2010,33,25,83,2.3,1003,TRUE
5/30/2010,33,26,86,1.5,1002,TRUE
5/31/2010,33,27,84,0.3,1002,TRUE
6/1/2010,34,27,85,2,1003,TRUE
6/2/2010,35,27,86,3.3,1004,TRUE
6/3/2010,35,27,86,24.8,1004,TRUE
6/4/2010,33,27,89,10.3,1003,TRUE
6/5/2010,31,26,88,0,1001,FALSE
6/6/2010,33,26,87,2.4,999,TRUE
6/7/2010,34,27,84,0,1001,FALSE
6/8/2010,34,28,83,1.5,1002,TRUE
6/9/2010,34,27,82,4.7,1002,TRUE
6/10/2010,33,27,85,7.3,1003,TRUE
6/11/2010,32,26,85,1.7,1003,TRUE
6/12/2010,31,26,88,2.2,1003,TRUE
6/13/2010,29,26,94,3.3,1003,TRUE
6/14/2010,31,25,91,5.8,1003,TRUE
6/15/2010,34,26,86,0,1000,FALSE
6/16/2010,33,27,86,0,1001,FALSE
6/17/2010,32,27,89,3.2,1002,TRUE
6/18/2010,31,26,90,5.7,1003,TRUE
6/19/2010,31,26,90,0.1,1004,TRUE
6/20/2010,31,25,91,1,1004,TRUE
6/21/2010,32,25,89,1.2,1002,TRUE
6/22/2010,31,26,90,2.7,1000,TRUE
6/23/2010,31,26,91,1.7,1000,TRUE
6/24/2010,31,26,89,0.9,998,TRUE
6/25/2010,30,25,91,1.9,997,TRUE
6/26/2010,29,25,93,2.2,998,TRUE
6/27/2010,29,25,95,5.1,1001,TRUE
6/28/2010,30,25,92,2.6,1001,TRUE
6/29/2010,30,26,93,3.5,1000,TRUE
6/30/2010,31,26,92,0,1001,FALSE
7/1/2010,31,26,88,1.9,1001,TRUE
7/2/2010,29,25,89,0,1002,FALSE
7/3/2010,30,26,91,1,1003,TRUE
7/4/2010,31,25,90,5.9,1005,TRUE
7/5/2010,31,25,90,2.5,1005,TRUE
7/6/2010,31,25,89,0.6,1006,TRUE
7/7/2010,30,25,90,1.9,1007,TRUE
7/8/2010,32,25,87,1.8,1007,TRUE
7/9/2010,31,26,90,0,1004,FALSE
7/10/2010,32,26,90,0,1003,FALSE
7/11/2010,31,26,94,1.8,1002,TRUE
7/12/2010,30,27,93,0,1001,FALSE
7/13/2010,30,26,94,4.9,1001,TRUE
7/14/2010,31,26,91,4.7,1002,TRUE
7/15/2010,31,26,91,0.9,1003,TRUE
7/16/2010,31,26,90,1.2,1002,TRUE
7/17/2010,34,26,85,1.4,1003,TRUE
7/18/2010,32,26,90,2.7,1002,TRUE
7/19/2010,31,26,93,4.4,1002,TRUE
7/20/2010,30,26,93,3.1,1003,TRUE
7/21/2010,29,26,94,0,1003,FALSE
7/22/2010,31,26,92,2.8,1003,TRUE
7/23/2010,31,25,89,0,1001,FALSE
7/24/2010,31,26,90,0,998,FALSE
7/25/2010,32,25,88,0,997,FALSE
7/26/2010,30,25,91,0,1001,FALSE
7/27/2010,31,25,91,4.4,1003,TRUE
7/28/2010,33,26,85,0.1,1003,TRUE
7/29/2010,32,26,82,0,1002,FALSE
7/30/2010,32,26,88,7.9,1003,TRUE
7/31/2010,31,25,89,1.6,1004,TRUE
8/1/2010,33,25,84,0,1004,FALSE
8/2/2010,32,25,84,0.6,1003,TRUE
8/3/2010,33,26,80,0,1002,FALSE
8/4/2010,32,26,83,3.2,1001,TRUE
8/5/2010,34,26,80,2.5,1002,TRUE
8/6/2010,33,26,81,0.3,1005,TRUE
8/7/2010,34,25,79,0.3,1004,TRUE
8/8/2010,36,26,76,0.2,1002,TRUE
8/9/2010,36,26,76,2.7,1000,TRUE
8/10/2010,34,27,80,0,1001,FALSE
8/11/2010,32,27,84,0.3,1002,TRUE
8/12/2010,33,26,84,0.8,1003,TRUE
8/13/2010,33,26,86,2,1004,TRUE
8/14/2010,31,26,87,0,1004,FALSE
8/15/2010,33,26,83,0,1005,FALSE
8/16/2010,33,26,83,0,1005,FALSE
8/17/2010,33,26,83,0,1003,FALSE
8/18/2010,32,26,87,0.5,1003,TRUE
8/19/2010,31,26,86,0,1006,FALSE
8/20/2010,32,25,84,0,1007,FALSE
8/21/2010,32,26,85,1.1,1006,TRUE
8/22/2010,32,26,87,3.2,1005,TRUE
8/23/2010,34,26,84,0.8,1003,TRUE
8/24/2010,34,26,84,4.6,1002,TRUE
8/25/2010,34,26,80,0.1,1004,TRUE
8/26/2010,33,26,82,0.6,1005,TRUE
8/27/2010,33,25,83,0,1005,FALSE
8/28/2010,32,25,85,0,1004,FALSE
8/29/2010,33,25,83,0.3,1003,TRUE
8/30/2010,32,26,87,10.4,1001,TRUE
8/31/2010,32,25,85,3.8,1002,TRUE
9/1/2010,33,25,83,1.7,1003,TRUE
9/2/2010,34,25,81,0,1004,FALSE
9/3/2010,34,26,81,0.1,1003,TRUE
9/4/2010,33,26,83,1.2,1003,TRUE
9/5/2010,32,26,84,1.5,1003,TRUE
9/6/2010,32,25,85,2.6,1002,TRUE
9/7/2010,33,26,84,0.4,1003,TRUE
9/8/2010,31,26,88,4,1005,TRUE
9/9/2010,32,26,88,5.2,1005,TRUE
9/10/2010,31,26,89,4.1,1004,TRUE
9/11/2010,32,25,88,2,1004,TRUE
9/12/2010,32,25,87,0.2,1005,TRUE
9/13/2010,29,25,91,2.5,1004,TRUE
9/14/2010,31,25,89,0,1003,FALSE
9/15/2010,31,25,88,0,1004,FALSE
9/16/2010,31,24,86,1.8,1004,TRUE
9/17/2010,32,25,86,0.3,1004,TRUE
9/18/2010,31,24,86,0,1005,FALSE
9/19/2010,29,25,87,0,1006,FALSE
9/20/2010,32,24,84,0,1007,FALSE
9/21/2010,29,25,90,0,1007,FALSE
9/22/2010,33,24,83,0,1007,FALSE
9/23/2010,33,25,83,2,1005,TRUE
9/24/2010,32,25,84,0.8,1005,TRUE
9/25/2010,31,25,89,5.8,1006,TRUE
9/26/2010,30,25,91,4,1008,TRUE
9/27/2010,31,25,89,1.4,1008,TRUE
9/28/2010,32,25,86,5.6,1008,TRUE
9/29/2010,32,24,84,0.4,1008,TRUE
9/30/2010,32,24,80,0,1007,FALSE
10/1/2010,32,25,84,7,1007,TRUE
10/2/2010,34,25,85,5.6,1007,TRUE
10/3/2010,33,26,83,1.2,1006,TRUE
10/4/2010,32,25,85,0.9,1005,TRUE
10/5/2010,33,25,83,0.7,1005,TRUE
10/6/2010,31,24,87,0,1006,FALSE
10/7/2010,24,23,98,17.8,1005,TRUE
10/8/2010,25,23,99,10.2,1002,TRUE
10/9/2010,29,23,91,0,1002,FALSE
10/10/2010,31,22,87,0,1003,FALSE
10/11/2010,30,23,88,0,1006,FALSE
10/12/2010,30,22,87,0,1006,FALSE
10/13/2010,31,22,90,0.2,1004,TRUE
10/14/2010,31,24,90,0.1,1003,TRUE
10/15/2010,31,25,88,1.1,1004,TRUE
10/16/2010,31,25,86,0,1006,FALSE
10/17/2010,31,24,86,0,1007,FALSE
10/18/2010,30,25,88,0,1007,FALSE
10/19/2010,32,23,86,0,1006,FALSE
10/20/2010,31,24,87,0.5,1006,TRUE
10/21/2010,31,23,85,0,1004,FALSE
10/22/2010,31,24,84,0,1002,FALSE
10/23/2010,31,24,86,0,1003,FALSE
10/24/2010,31,23,83,1.7,1005,TRUE
10/25/2010,31,22,82,0,1007,FALSE
10/26/2010,30,23,83,0,1009,FALSE
10/27/2010,30,22,85,0.2,1010,TRUE
10/28/2010,29,21,77,0,1011,FALSE
10/29/2010,29,20,81,0,1012,FALSE
10/30/2010,29,20,87,0,1012,FALSE
10/31/2010,29,21,83,0,1012,FALSE
11/1/2010,29,22,83,0,1010,FALSE
11/2/2010,27,22,84,0,1011,FALSE
11/3/2010,29,21,80,0.6,1012,TRUE
11/4/2010,29,21,83,0,1012,FALSE
11/5/2010,30,21,85,0.1,1011,TRUE
11/6/2010,30,21,81,0,1010,FALSE
11/7/2010,30,20,75,0,1011,FALSE
11/8/2010,30,20,78,0,1013,FALSE
11/9/2010,29,20,81,0,1014,FALSE
11/10/2010,30,20,79,0,1012,FALSE
11/11/2010,29,20,76,0,1011,FALSE
11/12/2010,29,19,76,0,1009,FALSE
11/13/2010,28,20,76,0.1,1009,TRUE
11/14/2010,29,19,76,0,1012,FALSE
11/15/2010,28,20,79,0,1013,FALSE
11/16/2010,28,19,79,0,1012,FALSE
11/17/2010,29,20,76,0,1012,FALSE
11/18/2010,29,20,76,0,1012,FALSE
11/19/2010,30,21,76,0.2,1010,TRUE
11/20/2010,28,21,83,2,1008,TRUE
11/21/2010,28,19,74,0,1008,FALSE
11/22/2010,27,18,71,0,1010,FALSE
11/23/2010,26,16,73,0,1009,FALSE
11/24/2010,27,16,76,0,1011,FALSE
11/25/2010,28,18,76,0,1011,FALSE
11/26/2010,28,18,75,0,1010,FALSE
11/27/2010,28,19,74,0,1010,FALSE
11/28/2010,28,20,77,0.1,1011,TRUE
11/29/2010,29,20,79,0.2,1011,TRUE
11/30/2010,26,19,74,0,1011,FALSE
12/1/2010,26,16,71,0,1011,FALSE
12/2/2010,26,16,76,0,1011,FALSE
12/3/2010,26,16,67,0,1012,FALSE
12/4/2010,27,16,71,0,1011,FALSE
12/5/2010,27,17,71,0,1010,FALSE
12/6/2010,25,20,77,0,1011,FALSE
12/7/2010,25,20,83,0,1011,FALSE
12/8/2010,26,19,88,4.3,1010,TRUE
12/9/2010,21,20,96,13.5,1009,TRUE
12/10/2010,26,20,89,0.1,1006,TRUE
12/11/2010,26,18,82,0,1004,FALSE
12/12/2010,25,17,71,0,1006,FALSE
12/13/2010,24,16,71,0,1010,FALSE
12/14/2010,24,15,74,0,1011,FALSE
12/15/2010,23,14,69,0,1012,FALSE
12/16/2010,24,14,80,0,1011,FALSE
12/17/2010,24,14,78,0,1011,FALSE
12/18/2010,25,15,77,0,1012,FALSE
12/19/2010,24,15,79,0,1014,FALSE
12/20/2010,24,15,79,0,1015,FALSE
12/21/2010,24,15,80,0,1012,FALSE
12/22/2010,23,14,77,0,1010,FALSE
12/23/2010,24,13,70,0,1011,FALSE
12/24/2010,24,13,70,0,1012,FALSE
12/25/2010,24,14,69,0,1011,FALSE
12/26/2010,24,14,73,0,1012,FALSE
12/27/2010,24,14,77,0,1013,FALSE
12/28/2010,24,14,78,0,1013,FALSE
12/29/2010,24,14,81,0,1013,FALSE
12/30/2010,25,15,79,0,1012,FALSE
12/31/2010,25,15,77,0,1011,FALSE
1/1/2011,26,15,71,0,1009,FALSE
1/2/2011,24,16,69,0,1012,FALSE
1/3/2011,23,13,70,0,1013,FALSE
1/4/2011,23,13,75,0,1012,FALSE
1/5/2011,24,13,80,0,1012,FALSE
1/6/2011,24,14,81,0,1012,FALSE
1/7/2011,25,14,81,0,1012,FALSE
1/8/2011,25,15,84,0,1011,FALSE
1/9/2011,25,16,79,0,1010,FALSE
1/10/2011,23,14,71,0,1010,FALSE
1/11/2011,22,12,68,0,1011,FALSE
1/12/2011,22,12,69,0,1011,FALSE
1/13/2011,22,11,63,0,1012,FALSE
1/14/2011,23,12,64,0,1013,FALSE
1/15/2011,24,12,69,0,1014,FALSE
1/16/2011,24,13,73,2.6,1010,TRUE
1/17/2011,22,14,70,0,1011,FALSE
1/18/2011,22,10,50,0,1012,FALSE
1/19/2011,24,11,55,0,1011,FALSE
1/20/2011,23,12,66,0.1,1013,TRUE
1/21/2011,23,11,66,0,1013,FALSE
1/22/2011,23,11,63,0,1014,FALSE
1/23/2011,24,12,61,0,1015,FALSE
1/24/2011,25,13,63,0,1015,FALSE
1/25/2011,26,13,66,0,1015,FALSE
1/26/2011,27,15,62,0,1015,FALSE
1/27/2011,28,16,61,0,1015,FALSE
1/28/2011,27,16,56,0,1015,FALSE
1/29/2011,26,13,51,0,1014,FALSE
1/30/2011,27,14,51,0,1014,FALSE
1/31/2011,27,15,58,0,1013,FALSE
2/1/2011,27,15,59,0,1014,FALSE
2/2/2011,26,14,58,0,1014,FALSE
2/3/2011,27,14,59,0,1014,FALSE
2/4/2011,28,14,58,0,1013,FALSE
2/5/2011,29,15,59,0,1012,FALSE
2/6/2011,28,16,56,0,1011,FALSE
2/7/2011,29,16,60,0,1010,FALSE
2/8/2011,30,16,58,0,1007,FALSE
2/9/2011,31,15,55,0,1007,FALSE
2/10/2011,30,16,37,0,1010,FALSE
2/11/2011,28,14,37,0,1011,FALSE
2/12/2011,28,14,39,0,1010,FALSE
2/13/2011,29,15,41,0,1009,FALSE
2/14/2011,30,15,63,0,1008,FALSE
2/15/2011,32,18,67,0,1009,FALSE
2/16/2011,33,19,68,0,1010,FALSE
2/17/2011,29,18,75,2.2,1011,TRUE
2/18/2011,28,17,65,0,1012,FALSE
2/19/2011,29,17,55,0,1013,FALSE
2/20/2011,29,17,54,0,1014,FALSE
2/21/2011,28,17,53,0.2,1013,TRUE
2/22/2011,29,16,49,0,1013,FALSE
2/23/2011,30,16,47,0,1012,FALSE
2/24/2011,30,17,45,0,1011,FALSE
2/25/2011,31,16,43,0,1009,FALSE
2/26/2011,31,17,42,0,1010,FALSE
2/27/2011,31,18,44,0,1011,FALSE
2/28/2011,31,16,34,0,1012,FALSE
3/1/2011,31,14,28,0,1011,FALSE
3/2/2011,32,16,37,0,1010,FALSE
3/3/2011,33,19,44,0,1009,FALSE
3/4/2011,33,20,51,0.1,1009,TRUE
3/5/2011,33,20,50,0.5,1009,TRUE
3/6/2011,33,20,49,0.3,1010,TRUE
3/7/2011,34,18,28,0,1010,FALSE
3/8/2011,34,17,26,0,1007,FALSE
3/9/2011,35,19,31,0,1008,FALSE
3/10/2011,36,18,49,0.2,1010,TRUE
3/11/2011,34,19,70,2.5,1009,TRUE
3/12/2011,32,20,70,0.3,1009,TRUE
3/13/2011,33,19,59,0,1010,FALSE
3/14/2011,33,20,56,0.2,1009,TRUE
3/15/2011,33,21,58,1.2,1008,TRUE
3/16/2011,34,20,53,0.1,1007,TRUE
3/17/2011,31,20,70,0.2,1009,TRUE
3/18/2011,30,21,73,3,1008,TRUE
3/19/2011,31,22,78,1.4,1005,TRUE
3/20/2011,34,23,74,0.8,1004,TRUE
3/21/2011,35,23,76,0.9,1005,TRUE
3/22/2011,34,23,76,0.2,1007,TRUE
3/23/2011,34,22,75,0.3,1008,TRUE
3/24/2011,36,22,69,0.6,1008,TRUE
3/25/2011,36,22,58,0.5,1008,TRUE
3/26/2011,34,22,74,2.9,1008,TRUE
3/27/2011,31,21,78,3.5,1009,TRUE
3/28/2011,32,19,69,0.4,1009,TRUE
3/29/2011,30,21,75,5.9,1010,TRUE
3/30/2011,30,21,82,12.3,1010,TRUE
3/31/2011,29,22,84,3.8,1009,TRUE
4/1/2011,32,21,78,0,1008,FALSE
4/2/2011,33,22,76,0.1,1008,TRUE
4/3/2011,33,22,78,0.1,1009,TRUE
4/4/2011,35,22,72,1.2,1008,TRUE
4/5/2011,33,22,67,1.5,1010,TRUE
4/6/2011,35,22,50,0,1009,FALSE
4/7/2011,35,21,45,0,1009,FALSE
4/8/2011,37,21,52,0,1009,FALSE
4/9/2011,37,22,56,0,1009,FALSE
4/10/2011,37,24,55,0.9,1011,TRUE
4/11/2011,37,24,51,0.3,1009,TRUE
4/12/2011,37,24,46,0,1009,FALSE
4/13/2011,38,25,52,0.4,1008,TRUE
4/14/2011,38,24,59,2.7,1007,TRUE
4/15/2011,35,23,67,0.6,1007,TRUE
4/16/2011,37,24,61,0.3,1008,TRUE
4/17/2011,38,24,61,0.9,1008,TRUE
4/18/2011,36,25,66,0,1006,FALSE
4/19/2011,37,25,67,5.2,1005,TRUE
4/20/2011,36,25,69,1.5,1006,TRUE
4/21/2011,36,24,68,1.1,1007,TRUE
4/22/2011,36,24,65,1.1,1007,TRUE
4/23/2011,34,26,66,1.3,1007,TRUE
4/24/2011,34,24,68,0.4,1007,TRUE
4/25/2011,33,23,69,3.9,1009,TRUE
4/26/2011,35,24,63,0.1,1009,TRUE
4/27/2011,33,24,59,0,1006,FALSE
4/28/2011,35,23,64,0,1005,FALSE
4/29/2011,35,22,64,0,1005,FALSE
4/30/2011,33,24,68,0,1006,FALSE
5/1/2011,34,24,70,0.5,1006,TRUE
5/2/2011,34,24,73,1.9,1005,TRUE
5/3/2011,35,25,75,11.6,1004,TRUE
5/4/2011,32,25,78,5.4,1006,TRUE
5/5/2011,33,24,75,0.8,1005,TRUE
5/6/2011,34,24,69,0,1005,FALSE
5/7/2011,34,24,71,0.9,1003,TRUE
5/8/2011,36,25,66,0,1002,FALSE
5/9/2011,37,24,62,0.5,1001,TRUE
5/10/2011,36,26,67,1.6,1002,TRUE
5/11/2011,32,27,80,0.3,1002,TRUE
5/12/2011,36,26,77,7.4,1003,TRUE
5/13/2011,34,27,79,1.6,1003,TRUE
5/14/2011,35,27,76,0,1003,FALSE
5/15/2011,35,26,72,1.2,1006,TRUE
5/16/2011,36,27,69,0,1009,FALSE
5/17/2011,37,27,66,0,1008,FALSE
5/18/2011,35,27,68,0,1006,FALSE
5/19/2011,34,25,71,0.3,1004,TRUE
5/20/2011,33,26,77,0.8,1002,TRUE
5/21/2011,34,26,77,6.3,1000,TRUE
5/22/2011,35,27,80,3.3,1002,TRUE
5/23/2011,32,26,84,24.1,1003,TRUE
5/24/2011,32,26,84,2.2,1003,TRUE
5/25/2011,33,26,84,6.9,1004,TRUE
5/26/2011,33,26,75,0,1004,FALSE
5/27/2011,34,26,74,3.2,1004,TRUE
5/28/2011,33,26,74,0.1,1002,TRUE
5/29/2011,27,26,84,0,1002,FALSE
5/30/2011,33,27,76,1.5,1001,TRUE
5/31/2011,33,27,77,2.6,1001,TRUE
6/1/2011,34,26,80,6.8,1002,TRUE
6/2/2011,34,26,78,2.4,1003,TRUE
6/3/2011,35,26,75,0.3,1004,TRUE
6/4/2011,34,27,75,3.4,1002,TRUE
6/5/2011,35,27,71,0,1002,FALSE
6/6/2011,35,27,69,0,1002,FALSE
6/7/2011,33,27,70,0,1002,FALSE
6/8/2011,32,27,74,0,1001,FALSE
6/9/2011,32,26,75,0,999,FALSE
6/10/2011,34,26,77,0.7,998,TRUE
6/11/2011,35,27,76,4.4,998,TRUE
6/12/2011,34,27,74,23.1,999,TRUE
6/13/2011,34,26,71,9.5,999,TRUE
6/14/2011,33,27,77,1.4,998,TRUE
6/15/2011,33,26,80,0,996,FALSE
6/16/2011,30,25,88,28.3,992,TRUE
6/17/2011,30,25,85,0,993,FALSE
6/18/2011,32,26,84,0.8,995,TRUE
6/19/2011,31,25,84,0,996,FALSE
6/20/2011,32,26,81,10.2,998,TRUE
6/21/2011,32,26,80,0.4,999,TRUE
6/22/2011,33,26,80,0.1,999,TRUE
6/23/2011,34,26,77,0,998,FALSE
6/24/2011,34,27,79,1.3,997,TRUE
6/25/2011,33,27,79,0,996,FALSE
6/26/2011,33,26,79,0,997,FALSE
6/27/2011,32,27,82,1.8,1000,TRUE
6/28/2011,31,26,84,6.4,1000,TRUE
6/29/2011,32,26,85,1.6,1000,TRUE
6/30/2011,32,26,87,5.4,1001,TRUE
7/1/2011,31,26,87,1.1,1000,TRUE
7/2/2011,31,26,88,0,999,FALSE
7/3/2011,30,26,89,5,1000,TRUE
7/4/2011,30,26,89,20.3,1003,TRUE
7/5/2011,32,25,83,0.2,1004,TRUE
7/6/2011,32,25,81,0.3,1005,TRUE
7/7/2011,31,25,81,0.1,1005,TRUE
7/8/2011,31,25,84,1.9,1006,TRUE
7/9/2011,33,25,81,0.2,1004,TRUE
7/10/2011,33,26,81,0.4,1001,TRUE
7/11/2011,34,26,80,0.8,999,TRUE
7/12/2011,33,27,82,1.1,999,TRUE
7/13/2011,33,26,80,0,1000,FALSE
7/14/2011,32,26,82,1.1,1000,TRUE
7/15/2011,32,26,82,0.7,1000,TRUE
7/16/2011,33,26,82,0,1000,FALSE
7/17/2011,32,26,84,2.9,999,TRUE
7/18/2011,32,26,83,1.9,998,TRUE
7/19/2011,31,26,90,4.9,997,TRUE
7/20/2011,32,26,86,0,996,FALSE
7/21/2011,32,26,85,0,995,FALSE
7/22/2011,31,25,85,0,998,FALSE
7/23/2011,32,25,82,2.7,1001,TRUE
7/24/2011,32,26,80,1.5,1002,TRUE
7/25/2011,34,25,74,0,1004,FALSE
7/26/2011,30,26,81,0.9,1005,TRUE
7/27/2011,32,25,79,1,1004,TRUE
7/28/2011,34,26,79,0.6,1002,TRUE
7/29/2011,31,26,85,0.6,1002,TRUE
7/30/2011,33,26,80,0.5,1000,TRUE
7/31/2011,35,26,77,0.6,998,TRUE
8/1/2011,34,28,76,1.1,997,TRUE
8/2/2011,34,28,80,0.7,997,TRUE
8/3/2011,33,27,82,1.4,998,TRUE
8/4/2011,33,27,83,0,998,FALSE
8/5/2011,32,26,86,2.9,999,TRUE
8/6/2011,32,26,84,6.8,998,TRUE
8/7/2011,31,26,88,1,997,TRUE
8/8/2011,28,26,89,0,999,FALSE
8/9/2011,30,25,91,31.2,1001,TRUE
8/10/2011,29,25,90,0,1002,FALSE
8/11/2011,31,24,85,0,1000,FALSE
8/12/2011,31,25,83,0,998,FALSE
8/13/2011,31,25,83,0,1001,FALSE
8/14/2011,31,25,82,0,1005,FALSE
8/15/2011,30,26,85,2.6,1006,TRUE
8/16/2011,30,26,91,8.1,1005,TRUE
8/17/2011,29,25,90,0.5,1004,TRUE
8/18/2011,32,25,83,0,1004,FALSE
8/19/2011,32,25,82,0.9,1004,TRUE
8/20/2011,33,25,80,1.1,1005,TRUE
8/21/2011,32,26,83,0.7,1005,TRUE
8/22/2011,32,26,84,2,1005,TRUE
8/23/2011,32,26,83,1.1,1004,TRUE
8/24/2011,30,26,88,7.8,1004,TRUE
8/25/2011,32,25,85,2.3,1004,TRUE
8/26/2011,31,25,84,0,1003,FALSE
8/27/2011,32,25,84,0,1002,FALSE
8/28/2011,32,26,80,0,1002,FALSE
8/29/2011,33,26,77,0,1002,FALSE
8/30/2011,34,26,76,0,1003,FALSE
8/31/2011,33,26,81,0,1004,FALSE
9/1/2011,32,26,83,0,1003,FALSE
9/2/2011,30,25,86,0,1004,FALSE
9/3/2011,32,25,83,0.2,1003,TRUE
9/4/2011,32,26,83,0,1003,FALSE
9/5/2011,33,26,80,0,1002,FALSE
9/6/2011,32,26,83,0,1001,FALSE
9/7/2011,31,26,84,0,1000,FALSE
9/8/2011,30,25,84,0.2,1000,TRUE
9/9/2011,32,25,81,0,1002,FALSE
9/10/2011,32,25,81,0,1005,FALSE
9/11/2011,33,25,77,0,1003,FALSE
9/12/2011,33,27,76,0,1002,FALSE
9/13/2011,35,27,76,2.6,1001,TRUE
9/14/2011,32,26,81,0,1002,FALSE
9/15/2011,30,26,86,0,1002,FALSE
